20000,0,,
20010,0,,
20020,0,,
20030,0,,
20040,0,,
20050,0,,
20060,0,,
20070,0,,
20080,0,,
20090,0,,
20100,0,,
20110,0,,
20120,0,,
20130,0,,
20140,0,,
20150,0,,
20160,0,,
20170,0,,
20180,0,,
20190,0,,
20200,0,,
20210,0,,
20220,0,,
20230,0,,
20240,0,,
20250,0,,
20260,0,,
20270,0,,
20280,0,,
20290,0,,
20300,0,,
20310,0,,
20320,0,,
20330,0,,
20340,0,,
20350,0,,
20360,0,,
20370,0,,
20380,0,,
20390,0,,
20400,0,,
20410,0,,
20420,0,,
20430,0,,
20450,0,,
20460,0,,
20470,0,,
20480,0,,
20490,0,,
20500,0,,
20510,0,,
20520,0,,
20530,0,,
20540,0,,
20550,0,,
20560,0,,
20570,0,,
20580,0,,
20590,0,,
20600,0,,
20610,0,,
20620,0,,
20630,0,,
20640,0,,
20650,0,,
20660,0,,
20670,0,,
20680,0,,
20690,0,,
20700,0,,
20710,0,,
20720,0,,
20730,0,,
20740,0,,
20750,0,,
20760,0,,
20770,0,,
20780,0,,
20790,0,,
20800,0,,
20810,0,,
20820,0,,
20830,0,,
20840,0,,
20850,0,,
20860,0,,
20870,0,,
20880,0,,
20890,0,,
20900,0,,
20910,0,,
20920,0,,
20930,0,,
20950,0,,
20960,0,,
20970,0,,
20980,0,,
20990,0,,
21000,0,,
21010,0,,
21020,0,,
21030,0,,
21040,0,,
21050,0,,
21060,0,,
21070,0,,
21080,0,,
21090,0,,
21100,0,,
21110,0,,
21120,0,,
21130,0,,
21140,0,,
21150,0,,
21160,0,,
21170,0,,
21180,0,,
21190,0,,
21200,0,,
21210,0,,
21220,0,,
21230,0,,
21240,0,,
21250,0,,
21260,0,,
21270,0,,
21280,0,,
21290,0,,
21300,0,,
21310,0,,
21320,0,,
21330,0,,
21340,0,,
21350,0,,
21360,0,,
21370,0,,
21380,0,,
21390,0,,
21400,0,,
21410,0,,
21420,0,,
21430,0,,
21450,0,,
21460,0,,
21470,0,,
21480,0,,
21490,0,,
21500,0,,
21510,0,,
21520,0,,
21530,0,,
21540,0,,
21550,0,,
21560,0,,
21570,0,,
21580,0,,
21590,0,,
21600,0,,
21610,0,,
21620,0,,
21630,0,,
21640,0,,
21650,0,,
21660,0,,
21670,0,,
21680,0,,
21690,0,,
21700,0,,
21710,0,,
21720,0,,
21730,0,,
21740,0,,
21750,0,,
21760,0,,
21770,0,,
21780,0,,
21790,0,,
21800,0,,
21810,0,,
21820,0,,
21830,0,,
21840,0,,
21850,0,,
21860,0,,
21870,0,,
21880,0,,
21890,0,,
21900,0,,
21910,0,,
21920,0,,
21930,0,,
21950,0,,
21960,0,,
21970,0,,
21980,0,,
21990,0,,
22000,0,,
22010,0,,
22020,0,,
22030,0,,
22040,0,,
22050,0,,
22060,0,,
22070,0,,
22080,0,,
22090,0,,
22100,0,,
22110,0,,
22120,0,,
22130,0,,
22140,0,,
22150,0,,
22160,0,,
22170,0,,
22180,0,,
22190,0,,
22200,0,,
22210,0,,
22220,0,,
22230,0,,
22240,0,,
22250,0,,
22260,0,,
22270,0,,
22280,0,,
22290,0,,
22300,0,,
22310,0,,
22320,0,,
22330,0,,
22340,0,,
22350,0,,
22360,0,,
22370,0,,
22380,0,,
22390,0,,
